record_id,employee_id,month,year,billing_status,billing_currency,bill_rate,billable_days,bench_days,monthly_revenue_inr,monthly_ctc_inr,bench_cost_inr,margin_inr,margin_pct
1667,EMP135,Nov,2024,Billable,INR,3955.38,22,0,87018.36,62416.67,0.0,24601.69,28.27
1668,EMP135,Dec,2024,Billable,INR,3955.38,22,0,87018.36,62416.67,0.0,24601.69,28.27
1669,EMP136,May,2024,Billable,USD,24.43,22,0,356873.44,226583.33,0.0,130290.11,36.51
1670,EMP136,Jun,2024,Billable,USD,24.43,22,0,356873.44,226583.33,0.0,130290.11,36.51
1671,EMP136,Jul,2024,Billable,USD,24.43,22,0,356873.44,226583.33,0.0,130290.11,36.51
1672,EMP136,Aug,2024,Billable,USD,24.43,22,0,356873.44,226583.33,0.0,130290.11,36.51
1673,EMP136,Sep,2024,Billable,USD,24.43,22,0,356873.44,226583.33,0.0,130290.11,36.51
1674,EMP136,Oct,2024,Billable,USD,24.43,22,0,356873.44,226583.33,0.0,130290.11,36.51
1675,EMP136,Nov,2024,Billable,USD,24.43,22,0,356873.44,226583.33,0.0,130290.11,36.51
1676,EMP136,Dec,2024,Billable,USD,24.43,22,0,356873.44,226583.33,0.0,130290.11,36.51
1677,EMP137,Sep,2023,Billable,INR,1331.22,22,0,29286.84,27000.0,0.0,2286.84,7.81
1678,EMP137,Oct,2023,Billable,INR,1331.22,22,0,29286.84,27000.0,0.0,2286.84,7.81
1679,EMP137,Nov,2023,Billable,INR,1331.22,22,0,29286.84,27000.0,0.0,2286.84,7.81
1680,EMP137,Dec,2023,Billable,INR,1331.22,22,0,29286.84,27000.0,0.0,2286.84,7.81
1681,EMP137,Jan,2024,Billable,INR,1331.22,22,0,29286.84,27000.0,0.0,2286.84,7.81
1682,EMP137,Feb,2024,Billable,INR,1331.22,22,0,29286.84,27000.0,0.0,2286.84,7.81
1683,EMP137,Mar,2024,Billable,INR,1331.22,22,0,29286.84,27000.0,0.0,2286.84,7.81
1684,EMP137,Apr,2024,Billable,INR,1331.22,21,1,27955.62,27000.0,1227.27,955.62,3.42
1685,EMP137,May,2024,Billable,INR,1331.22,22,0,29286.84,27000.0,0.0,2286.84,7.81
1686,EMP137,Jun,2024,Billable,INR,1331.22,22,0,29286.84,27000.0,0.0,2286.84,7.81
1687,EMP137,Jul,2024,Billable,INR,1331.22,22,0,29286.84,27000.0,0.0,2286.84,7.81
1688,EMP137,Aug,2024,Billable,INR,1331.22,22,0,29286.84,27000.0,0.0,2286.84,7.81
1689,EMP137,Sep,2024,Billable,INR,1331.22,22,0,29286.84,27000.0,0.0,2286.84,7.81
1690,EMP137,Oct,2024,Billable,INR,1331.22,22,0,29286.84,27000.0,0.0,2286.84,7.81
1691,EMP137,Nov,2024,Billable,INR,1331.22,22,0,29286.84,27000.0,0.0,2286.84,7.81
1692,EMP137,Dec,2024,Billable,INR,1331.22,22,0,29286.84,27000.0,0.0,2286.84,7.81
1693,EMP138,Mar,2024,Billable,INR,2330.08,15,7,34951.2,42750.0,13602.27,-7798.8,-22.31
1694,EMP138,Apr,2024,Billable,INR,2330.08,22,0,51261.76,42750.0,0.0,8511.76,16.6
1695,EMP138,May,2024,Billable,INR,2330.08,22,0,51261.76,42750.0,0.0,8511.76,16.6
1696,EMP138,Jun,2024,Billable,INR,2330.08,22,0,51261.76,42750.0,0.0,8511.76,16.6
1697,EMP138,Jul,2024,Billable,INR,2330.08,22,0,51261.76,42750.0,0.0,8511.76,16.6
1698,EMP138,Aug,2024,Billable,INR,2330.08,22,0,51261.76,42750.0,0.0,8511.76,16.6
1699,EMP138,Sep,2024,Billable,INR,2330.08,22,0,51261.76,42750.0,0.0,8511.76,16.6
1700,EMP138,Oct,2024,Billable,INR,2330.08,22,0,51261.76,42750.0,0.0,8511.76,16.6
1701,EMP138,Nov,2024,Billable,INR,2330.08,22,0,51261.76,42750.0,0.0,8511.76,16.6
1702,EMP138,Dec,2024,Billable,INR,2330.08,18,4,41941.44,42750.0,7772.73,-808.56,-1.93
1703,EMP139,Jun,2023,Billable,INR,3056.88,20,2,61137.6,48333.33,4393.94,12804.27,20.94
1704,EMP139,Jul,2023,Billable,INR,3056.88,22,0,67251.36,48333.33,0.0,18918.03,28.13
1705,EMP139,Aug,2023,Billable,INR,3056.88,22,0,67251.36,48333.33,0.0,18918.03,28.13
1706,EMP139,Sep,2023,Billable,INR,3056.88,22,0,67251.36,48333.33,0.0,18918.03,28.13
1707,EMP139,Oct,2023,Billable,INR,3056.88,22,0,67251.36,48333.33,0.0,18918.03,28.13
1708,EMP139,Nov,2023,Billable,INR,3056.88,22,0,67251.36,48333.33,0.0,18918.03,28.13
1709,EMP139,Dec,2023,Billable,INR,3056.88,22,0,67251.36,48333.33,0.0,18918.03,28.13
1710,EMP140,Jun,2023,Billable,INR,3814.91,3,19,11444.73,58666.67,50666.67,-47221.94,
1711,EMP140,Jul,2023,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1712,EMP140,Aug,2023,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1713,EMP140,Sep,2023,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1714,EMP140,Oct,2023,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1715,EMP140,Nov,2023,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1716,EMP140,Dec,2023,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1717,EMP140,Jan,2024,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1718,EMP140,Feb,2024,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1719,EMP140,Mar,2024,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1720,EMP140,Apr,2024,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1721,EMP140,May,2024,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1722,EMP140,Jun,2024,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1723,EMP140,Jul,2024,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1724,EMP140,Aug,2024,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1725,EMP140,Sep,2024,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1726,EMP140,Oct,2024,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1727,EMP140,Nov,2024,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1728,EMP140,Dec,2024,Billable,INR,3814.91,22,0,83928.02,58666.67,0.0,25261.35,30.1
1729,EMP141,Jan,2024,Billable,USD,13.15,21,1,183363.6,110916.67,5041.67,72446.93,39.51
1730,EMP141,Feb,2024,Billable,USD,13.15,22,0,192095.2,110916.67,0.0,81178.53,42.26
1731,EMP141,Mar,2024,Billable,USD,13.15,22,0,192095.2,110916.67,0.0,81178.53,42.26
1732,EMP141,Apr,2024,Billable,USD,13.15,22,0,192095.2,110916.67,0.0,81178.53,42.26
1733,EMP141,May,2024,Billable,USD,13.15,22,0,192095.2,110916.67,0.0,81178.53,42.26
1734,EMP141,Jun,2024,Billable,USD,13.15,22,0,192095.2,110916.67,0.0,81178.53,42.26
1735,EMP141,Jul,2024,Billable,USD,13.15,22,0,192095.2,110916.67,0.0,81178.53,42.26
1736,EMP141,Aug,2024,Billable,USD,13.15,22,0,192095.2,110916.67,0.0,81178.53,42.26
1737,EMP141,Sep,2024,Billable,USD,13.15,22,0,192095.2,110916.67,0.0,81178.53,42.26
1738,EMP141,Oct,2024,Billable,USD,13.15,22,0,192095.2,110916.67,0.0,81178.53,42.26
1739,EMP141,Nov,2024,Billable,USD,13.15,17,5,148437.2,110916.67,25208.33,37520.53,25.28
1740,EMP141,Dec,2024,Billable,USD,13.15,22,0,192095.2,110916.67,0.0,81178.53,42.26
1741,EMP142,Jun,2024,Billable,INR,3811.28,13,9,49546.64,53166.67,21750.0,-3620.03,
1742,EMP142,Jul,2024,Billable,INR,3811.28,22,0,83848.16,53166.67,0.0,30681.49,36.59
1743,EMP142,Aug,2024,Billable,INR,3811.28,22,0,83848.16,53166.67,0.0,30681.49,36.59
1744,EMP142,Sep,2024,Billable,INR,3811.28,22,0,83848.16,53166.67,0.0,30681.49,36.59
1745,EMP142,Oct,2024,Billable,INR,3811.28,22,0,83848.16,53166.67,0.0,30681.49,36.59
1746,EMP142,Nov,2024,Billable,INR,3811.28,22,0,83848.16,53166.67,0.0,30681.49,36.59
1747,EMP142,Dec,2024,Billable,INR,3811.28,17,5,64791.76,53166.67,12083.33,11625.09,17.94
1748,EMP143,Jun,2024,Billable,INR,1488.18,22,0,32739.96,28833.33,0.0,3906.63,11.93
1749,EMP143,Jul,2024,Billable,INR,1488.18,22,0,32739.96,28833.33,0.0,3906.63,11.93
1750,EMP143,Aug,2024,Billable,INR,1488.18,22,0,32739.96,28833.33,0.0,3906.63,11.93
1751,EMP143,Sep,2024,Billable,INR,1488.18,22,0,32739.96,28833.33,0.0,3906.63,11.93
1752,EMP143,Oct,2024,Billable,INR,1488.18,22,0,32739.96,28833.33,0.0,3906.63,11.93
1753,EMP143,Nov,2024,Billable,INR,1488.18,22,0,32739.96,28833.33,0.0,3906.63,11.93
1754,EMP143,Dec,2024,Billable,INR,1488.18,22,0,32739.96,28833.33,0.0,3906.63,11.93
1755,EMP144,Jul,2023,Billable,USD,9.03,22,0,131910.24,77333.33,0.0,54576.91,41.37
1756,EMP144,Aug,2023,Billable,USD,9.03,22,0,131910.24,77333.33,0.0,54576.91,41.37
1757,EMP144,Sep,2023,Billable,USD,9.03,22,0,131910.24,77333.33,0.0,54576.91,41.37
1758,EMP144,Oct,2023,Billable,USD,9.03,22,0,131910.24,77333.33,0.0,54576.91,41.37
1759,EMP144,Nov,2023,Billable,USD,9.03,20,2,119918.4,77333.33,7030.3,42585.07,35.51
1760,EMP144,Dec,2023,Billable,USD,9.03,22,0,131910.24,77333.33,0.0,54576.91,41.37
1761,EMP144,Jan,2024,Billable,USD,9.03,20,2,119918.4,77333.33,7030.3,42585.07,35.51
1762,EMP144,Feb,2024,Billable,USD,9.03,22,0,131910.24,77333.33,0.0,54576.91,41.37
1763,EMP144,Mar,2024,Billable,USD,9.03,22,0,131910.24,77333.33,0.0,54576.91,41.37
1764,EMP144,Apr,2024,Billable,USD,9.03,22,0,131910.24,77333.33,0.0,54576.91,41.37
1765,EMP144,May,2024,Billable,USD,9.03,22,0,131910.24,77333.33,0.0,54576.91,41.37
1766,EMP144,Jun,2024,Billable,USD,9.03,22,0,131910.24,77333.33,0.0,54576.91,41.37
1767,EMP144,Jul,2024,Billable,USD,9.62,22,0,140528.96,77333.33,0.0,63195.63,44.97
1768,EMP144,Aug,2024,Billable,USD,9.62,22,0,140528.96,77333.33,0.0,63195.63,44.97
1769,EMP144,Sep,2024,Billable,USD,9.62,22,0,140528.96,77333.33,0.0,63195.63,44.97
1770,EMP144,Oct,2024,Billable,USD,9.62,22,0,140528.96,77333.33,0.0,63195.63,44.97
1771,EMP144,Nov,2024,Billable,USD,9.62,22,0,140528.96,77333.33,0.0,63195.63,44.97
1772,EMP144,Dec,2024,Billable,USD,9.62,22,0,140528.96,77333.33,0.0,63195.63,44.97
1773,EMP145,Mar,2024,Bench,INR,4660.85,0,30,0.0,68916.67,93977.28,-68916.67,
1774,EMP145,Apr,2024,Billable,INR,4660.85,18,4,83895.3,68916.67,12530.3,14978.63,17.85
1775,EMP145,May,2024,Billable,INR,4660.85,22,0,102538.7,68916.67,0.0,33622.03,32.79
1776,EMP145,Jun,2024,Billable,INR,4660.85,22,0,102538.7,68916.67,0.0,33622.03,32.79
1777,EMP145,Jul,2024,Billable,INR,4660.85,17,5,79234.45,68916.67,15662.88,10317.78,13.02
1778,EMP145,Aug,2024,Billable,INR,4660.85,22,0,102538.7,68916.67,0.0,33622.03,32.79
1779,EMP145,Sep,2024,Billable,INR,4660.85,22,0,102538.7,68916.67,0.0,33622.03,32.79
1780,EMP145,Oct,2024,Billable,INR,4660.85,22,0,102538.7,68916.67,0.0,33622.03,32.79
1781,EMP145,Nov,2024,Billable,INR,4660.85,22,0,102538.7,68916.67,0.0,33622.03,32.79
1782,EMP145,Dec,2024,Billable,INR,4660.85,18,4,83895.3,68916.67,12530.3,14978.63,17.85
1783,EMP146,Feb,2024,Billable,USD,25.69,12,10,204697.92,177666.67,80757.58,27031.25,
1784,EMP146,Mar,2024,Billable,USD,25.69,22,0,375279.52,177666.67,0.0,197612.85,52.66
1785,EMP146,Apr,2024,Billable,USD,25.69,22,0,375279.52,177666.67,0.0,197612.85,52.66
1786,EMP146,May,2024,Billable,USD,25.69,22,0,375279.52,177666.67,0.0,197612.85,52.66
1787,EMP146,Jun,2024,Billable,USD,25.69,22,0,375279.52,177666.67,0.0,197612.85,52.66
1788,EMP146,Jul,2024,Billable,USD,25.69,22,0,375279.52,177666.67,0.0,197612.85,52.66
1789,EMP146,Aug,2024,Billable,USD,25.69,22,0,375279.52,177666.67,0.0,197612.85,52.66
1790,EMP146,Sep,2024,Billable,USD,25.69,22,0,375279.52,177666.67,0.0,197612.85,52.66
1791,EMP146,Oct,2024,Billable,USD,25.69,22,0,375279.52,177666.67,0.0,197612.85,52.66
1792,EMP146,Nov,2024,Billable,USD,25.69,22,0,375279.52,177666.67,0.0,197612.85,52.66
1793,EMP146,Dec,2024,Billable,USD,25.69,22,0,375279.52,177666.67,0.0,197612.85,52.66
1794,EMP147,Oct,2023,Billable,USD,17.49,22,0,255493.92,181500.0,0.0,73993.92,28.96
1795,EMP147,Nov,2023,Billable,USD,17.49,22,0,255493.92,181500.0,0.0,73993.92,28.96
1796,EMP147,Dec,2023,Billable,USD,17.49,22,0,255493.92,181500.0,0.0,73993.92,28.96
1797,EMP147,Jan,2024,Billable,USD,17.49,22,0,255493.92,181500.0,0.0,73993.92,28.96
1798,EMP147,Feb,2024,Billable,USD,17.49,22,0,255493.92,181500.0,0.0,73993.92,28.96
1799,EMP147,Mar,2024,Billable,USD,17.49,22,0,255493.92,181500.0,0.0,73993.92,28.96
1800,EMP147,Apr,2024,Billable,USD,17.49,22,0,255493.92,181500.0,0.0,73993.92,28.96
1801,EMP147,May,2024,Billable,USD,17.49,22,0,255493.92,181500.0,0.0,73993.92,28.96
1802,EMP147,Jun,2024,Billable,USD,17.49,22,0,255493.92,181500.0,0.0,73993.92,28.96
1803,EMP148,May,2023,Billable,INR,1416.06,22,0,31153.32,28250.0,0.0,2903.32,9.32
1804,EMP148,Jun,2023,Billable,INR,1416.06,22,0,31153.32,28250.0,0.0,2903.32,9.32
1805,EMP148,Jul,2023,Billable,INR,1416.06,22,0,31153.32,28250.0,0.0,2903.32,9.32
1806,EMP148,Aug,2023,Billable,INR,1416.06,22,0,31153.32,28250.0,0.0,2903.32,9.32
1807,EMP148,Sep,2023,Billable,INR,1416.06,22,0,31153.32,28250.0,0.0,2903.32,9.32
1808,EMP148,Oct,2023,Billable,INR,1416.06,21,1,29737.26,28250.0,1284.09,1487.26,5.0
1809,EMP148,Nov,2023,Billable,INR,1416.06,22,0,31153.32,28250.0,0.0,2903.32,9.32
1810,EMP149,Jul,2023,Billable,USD,21.21,14,8,197168.16,142750.0,51909.09,54418.16,
1811,EMP149,Aug,2023,Billable,USD,21.21,22,0,309835.68,142750.0,0.0,167085.68,53.93
1812,EMP149,Sep,2023,Billable,USD,21.21,20,2,281668.8,142750.0,12977.27,138918.8,49.32
1813,EMP149,Oct,2023,Billable,USD,21.21,22,0,309835.68,142750.0,0.0,167085.68,53.93
1814,EMP149,Nov,2023,Billable,USD,21.21,22,0,309835.68,142750.0,0.0,167085.68,53.93
1815,EMP149,Dec,2023,Billable,USD,21.21,22,0,309835.68,142750.0,0.0,167085.68,53.93
1816,EMP149,Jan,2024,Billable,USD,21.21,22,0,309835.68,142750.0,0.0,167085.68,53.93
1817,EMP150,Jul,2024,Billable,USD,15.44,14,8,143530.24,107583.33,39121.21,35946.91,
1818,EMP150,Aug,2024,Billable,USD,15.44,22,0,225547.52,107583.33,0.0,117964.19,52.3
1819,EMP150,Sep,2024,Billable,USD,15.44,22,0,225547.52,107583.33,0.0,117964.19,52.3
1820,EMP150,Oct,2024,Billable,USD,15.44,22,0,225547.52,107583.33,0.0,117964.19,52.3
1821,EMP150,Nov,2024,Billable,USD,15.44,22,0,225547.52,107583.33,0.0,117964.19,52.3
1822,EMP150,Dec,2024,Billable,USD,15.44,22,0,225547.52,107583.33,0.0,117964.19,52.3
1823,EMP151,Mar,2024,Billable,INR,1463.55,22,0,32198.1,28916.67,0.0,3281.43,10.19
1824,EMP151,Apr,2024,Billable,INR,1463.55,22,0,32198.1,28916.67,0.0,3281.43,10.19
1825,EMP151,May,2024,Billable,INR,1463.55,22,0,32198.1,28916.67,0.0,3281.43,10.19
1826,EMP151,Jun,2024,Billable,INR,1463.55,22,0,32198.1,28916.67,0.0,3281.43,10.19
1827,EMP151,Jul,2024,Billable,INR,1463.55,22,0,32198.1,28916.67,0.0,3281.43,10.19
1828,EMP151,Aug,2024,Billable,INR,1463.55,22,0,32198.1,28916.67,0.0,3281.43,10.19
1829,EMP151,Sep,2024,Billable,INR,1463.55,22,0,32198.1,28916.67,0.0,3281.43,10.19
1830,EMP151,Oct,2024,Billable,INR,1463.55,22,0,32198.1,28916.67,0.0,3281.43,10.19
1831,EMP151,Nov,2024,Billable,INR,1463.55,22,0,32198.1,28916.67,0.0,3281.43,10.19
1832,EMP151,Dec,2024,Billable,INR,1463.55,22,0,32198.1,28916.67,0.0,3281.43,10.19
1833,EMP152,Feb,2023,Billable,USD,8.84,16,6,93916.16,77750.0,21204.55,16166.16,17.21
1834,EMP152,Mar,2023,Billable,USD,8.84,22,0,129134.72,77750.0,0.0,51384.72,39.79
1835,EMP152,Apr,2023,Billable,USD,8.84,22,0,129134.72,77750.0,0.0,51384.72,39.79
1836,EMP152,May,2023,Billable,USD,8.84,22,0,129134.72,77750.0,0.0,51384.72,39.79
1837,EMP152,Jun,2023,Billable,USD,8.84,22,0,129134.72,77750.0,0.0,51384.72,39.79
1838,EMP152,Jul,2023,Billable,USD,8.84,22,0,129134.72,77750.0,0.0,51384.72,39.79
1839,EMP152,Aug,2023,Billable,USD,8.84,22,0,129134.72,77750.0,0.0,51384.72,39.79
1840,EMP152,Sep,2023,Billable,USD,8.84,22,0,129134.72,77750.0,0.0,51384.72,39.79
1841,EMP152,Oct,2023,Billable,USD,8.84,22,0,129134.72,77750.0,0.0,51384.72,39.79
1842,EMP152,Nov,2023,Billable,USD,8.84,19,3,111525.44,77750.0,10602.27,33775.44,30.28
1843,EMP152,Dec,2023,Billable,USD,8.84,22,0,129134.72,77750.0,0.0,51384.72,39.79
1844,EMP152,Jan,2024,Billable,USD,8.84,22,0,129134.72,77750.0,0.0,51384.72,39.79
1845,EMP152,Feb,2024,Billable,USD,8.84,22,0,129134.72,77750.0,0.0,51384.72,39.79
1846,EMP152,Mar,2024,Billable,USD,8.84,22,0,129134.72,77750.0,0.0,51384.72,39.79
1847,EMP152,Apr,2024,Billable,USD,8.84,22,0,129134.72,77750.0,0.0,51384.72,39.79
1848,EMP152,May,2024,Billable,USD,8.84,22,0,129134.72,77750.0,0.0,51384.72,39.79
1849,EMP152,Jun,2024,Billable,USD,8.84,22,0,129134.72,77750.0,0.0,51384.72,39.79
1850,EMP153,Jun,2024,Billable,INR,12006.35,16,6,192101.6,199666.67,54454.55,-7565.07,-3.94
1851,EMP153,Jul,2024,Billable,INR,12006.35,22,0,264139.7,199666.67,0.0,64473.03,24.41
1852,EMP153,Aug,2024,Billable,INR,12006.35,22,0,264139.7,199666.67,0.0,64473.03,24.41
1853,EMP153,Sep,2024,Billable,INR,12006.35,22,0,264139.7,199666.67,0.0,64473.03,24.41
1854,EMP153,Oct,2024,Billable,INR,12006.35,22,0,264139.7,199666.67,0.0,64473.03,24.41
1855,EMP153,Nov,2024,Billable,INR,12006.35,22,0,264139.7,199666.67,0.0,64473.03,24.41
1856,EMP153,Dec,2024,Billable,INR,12006.35,22,0,264139.7,199666.67,0.0,64473.03,24.41
1857,EMP154,Apr,2023,Billable,INR,1411.44,22,0,31051.68,27833.33,0.0,3218.35,10.36
1858,EMP154,May,2023,Billable,INR,1411.44,22,0,31051.68,27833.33,0.0,3218.35,10.36
1859,EMP154,Jun,2023,Billable,INR,1411.44,22,0,31051.68,27833.33,0.0,3218.35,10.36
1860,EMP154,Jul,2023,Billable,INR,1411.44,22,0,31051.68,27833.33,0.0,3218.35,10.36
1861,EMP154,Aug,2023,Billable,INR,1411.44,22,0,31051.68,27833.33,0.0,3218.35,10.36
1862,EMP154,Sep,2023,Billable,INR,1411.44,22,0,31051.68,27833.33,0.0,3218.35,10.36
1863,EMP154,Oct,2023,Billable,INR,1411.44,19,3,26817.36,27833.33,3795.45,-1015.97,-3.79
1864,EMP154,Nov,2023,Billable,INR,1411.44,22,0,31051.68,27833.33,0.0,3218.35,10.36
1865,EMP154,Dec,2023,Billable,INR,1411.44,22,0,31051.68,27833.33,0.0,3218.35,10.36
1866,EMP154,Jan,2024,Billable,INR,1411.44,22,0,31051.68,27833.33,0.0,3218.35,10.36
1867,EMP154,Feb,2024,Billable,INR,1411.44,22,0,31051.68,27833.33,0.0,3218.35,10.36
1868,EMP154,Mar,2024,Billable,INR,1411.44,22,0,31051.68,27833.33,0.0,3218.35,10.36
1869,EMP155,Mar,2024,Billable,INR,5043.73,21,1,105918.33,64916.67,2950.76,41001.66,38.71
1870,EMP155,Apr,2024,Billable,INR,5043.73,22,0,110962.06,64916.67,0.0,46045.39,41.5
1871,EMP155,May,2024,Billable,INR,5043.73,22,0,110962.06,64916.67,0.0,46045.39,41.5
1872,EMP155,Jun,2024,Billable,INR,5043.73,22,0,110962.06,64916.67,0.0,46045.39,41.5
1873,EMP155,Jul,2024,Billable,INR,5043.73,22,0,110962.06,64916.67,0.0,46045.39,41.5
1874,EMP155,Aug,2024,Billable,INR,5043.73,22,0,110962.06,64916.67,0.0,46045.39,41.5
1875,EMP155,Sep,2024,Billable,INR,5043.73,22,0,110962.06,64916.67,0.0,46045.39,41.5
1876,EMP155,Oct,2024,Billable,INR,5043.73,22,0,110962.06,64916.67,0.0,46045.39,41.5
1877,EMP155,Nov,2024,Billable,INR,5043.73,22,0,110962.06,64916.67,0.0,46045.39,41.5
1878,EMP155,Dec,2024,Billable,INR,5043.73,22,0,110962.06,64916.67,0.0,46045.39,41.5
1879,EMP156,Mar,2024,Billable,INR,1447.01,22,0,31834.22,29000.0,0.0,2834.22,8.9
1880,EMP156,Apr,2024,Billable,INR,1447.01,22,0,31834.22,29000.0,0.0,2834.22,8.9
1881,EMP156,May,2024,Billable,INR,1447.01,22,0,31834.22,29000.0,0.0,2834.22,8.9
1882,EMP156,Jun,2024,Billable,INR,1447.01,22,0,31834.22,29000.0,0.0,2834.22,8.9
1883,EMP156,Jul,2024,Billable,INR,1447.01,22,0,31834.22,29000.0,0.0,2834.22,8.9
1884,EMP156,Aug,2024,Billable,INR,1447.01,22,0,31834.22,29000.0,0.0,2834.22,8.9
1885,EMP156,Sep,2024,Billable,INR,1447.01,22,0,31834.22,29000.0,0.0,2834.22,8.9
1886,EMP156,Oct,2024,Billable,INR,1447.01,22,0,31834.22,29000.0,0.0,2834.22,8.9
1887,EMP156,Nov,2024,Billable,INR,1447.01,22,0,31834.22,29000.0,0.0,2834.22,8.9
1888,EMP156,Dec,2024,Billable,INR,1447.01,22,0,31834.22,29000.0,0.0,2834.22,8.9
1889,EMP157,Feb,2023,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1890,EMP157,Mar,2023,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1891,EMP157,Apr,2023,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1892,EMP157,May,2023,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1893,EMP157,Jun,2023,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1894,EMP157,Jul,2023,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1895,EMP157,Aug,2023,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1896,EMP157,Sep,2023,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1897,EMP157,Oct,2023,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1898,EMP157,Nov,2023,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1899,EMP157,Dec,2023,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1900,EMP157,Jan,2024,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1901,EMP157,Feb,2024,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1902,EMP157,Mar,2024,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1903,EMP157,Apr,2024,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1904,EMP157,May,2024,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1905,EMP157,Jun,2024,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1906,EMP157,Jul,2024,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1907,EMP157,Aug,2024,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1908,EMP157,Sep,2024,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1909,EMP157,Oct,2024,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1910,EMP157,Nov,2024,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1911,EMP157,Dec,2024,Billable,USD,14.87,22,0,217220.96,116666.67,0.0,100554.29,46.29
1912,EMP158,Jun,2023,Billable,USD,15.08,21,1,210275.52,173250.0,7875.0,37025.52,17.61
1913,EMP158,Jul,2023,Billable,USD,15.08,22,0,220288.64,173250.0,0.0,47038.64,21.35
1914,EMP158,Aug,2023,Billable,USD,15.08,22,0,220288.64,173250.0,0.0,47038.64,21.35
1915,EMP158,Sep,2023,Billable,USD,15.08,22,0,220288.64,173250.0,0.0,47038.64,21.35
1916,EMP158,Oct,2023,Billable,USD,15.08,22,0,220288.64,173250.0,0.0,47038.64,21.35
1917,EMP158,Nov,2023,Billable,USD,15.08,22,0,220288.64,173250.0,0.0,47038.64,21.35
1918,EMP158,Dec,2023,Billable,USD,15.08,22,0,220288.64,173250.0,0.0,47038.64,21.35
1919,EMP158,Jan,2024,Billable,USD,15.08,22,0,220288.64,173250.0,0.0,47038.64,21.35
1920,EMP158,Feb,2024,Billable,USD,15.08,22,0,220288.64,173250.0,0.0,47038.64,21.35
1921,EMP158,Mar,2024,Billable,USD,15.08,22,0,220288.64,173250.0,0.0,47038.64,21.35
1922,EMP158,Apr,2024,Billable,USD,15.08,22,0,220288.64,173250.0,0.0,47038.64,21.35
1923,EMP158,May,2024,Billable,USD,15.08,22,0,220288.64,173250.0,0.0,47038.64,21.35
1924,EMP158,Jun,2024,Billable,USD,15.08,22,0,220288.64,173250.0,0.0,47038.64,21.35
1925,EMP158,Jul,2024,Billable,USD,15.08,22,0,220288.64,173250.0,0.0,47038.64,21.35
1926,EMP158,Aug,2024,Billable,USD,15.08,22,0,220288.64,173250.0,0.0,47038.64,21.35
